"3상유도전동기","벨트처짐","소음","진동","속도"
228,242,3,4549,1
213,233,5,4556,1
347,167,5,4547,1
265,154,13,4549,1
213,184,7,4537,1
236,264,4,4533,1
228,205,6,4525,1
235,230,4,4521,1
257,245,6,4511,1
235,162,2,4519,1
230,149,4,4514,1
257,168,8,4514,1
369,147,12,4512,1
272,213,0,4518,1
294,256,27,4533,1
221,175,3,4518,1
422,244,11,4514,1
213,189,5,4523,1
285,195,38,4517,1
227,172,4,4517,1
207,244,2,4513,1
255,185,6,4514,1
217,262,5,4519,1
243,162,5,4519,1
199,220,7,4521,1
216,167,7,4521,1
243,250,3,4514,1
300,191,9,4509,1
219,262,5,4512,1
215,298,7,4511,1
212,158,2,4509,1
395,209,7,4509,1
217,160,5,4511,1
231,233,3,4514,1
226,222,1,4516,1
266,294,23,4508,1
261,198,1,4514,1
218,183,7,4519,1
236,270,5,4516,1
224,145,3,4514,1
362,149,5,4516,1
231,194,6,4510,1
306,160,6,4513,1
206,263,2,4508,1
223,247,4,4510,1
204,203,7,4515,1
256,142,12,4510,1
225,155,2,4511,1
208,174,7,4508,1
213,182,3,4513,1
347,169,8,4508,1
222,166,8,4508,1
226,158,2,4509,1
216,228,4,4514,1
218,146,3,4511,1
308,156,11,4506,1
210,238,1,4522,1
199,291,2,4514,1
200,200,2,4507,1
409,158,15,4510,1
207,214,2,4506,1
265,221,4,4506,1
228,251,14,4506,1
218,149,1,4512,1
189,255,5,4503,1
224,152,12,4505,1
217,148,4,4505,1
205,207,2,4506,1
235,150,3,4505,1
242,217,9,4510,1
303,158,10,4511,1
220,271,3,4513,1
233,164,8,4526,1
195,273,8,4526,1
322,167,28,4512,1
229,184,28,4512,1
239,146,4,4537,1
219,263,6,4540,1
271,278,3,4544,1
208,224,4,4544,1
231,167,8,4547,1
220,149,3,4546,1
201,204,1,4545,1
304,190,2,4549,1
232,157,1,4546,1
269,150,6,4545,1
228,223,4,4547,1
267,146,8,4545,1
244,291,8,4543,1
383,235,6,4549,1
245,161,1,4545,1
205,253,5,4543,1
204,264,10,4550,1
316,180,4,4548,1
240,145,8,4551,1
217,288,18,4549,1
223,158,2,4549,1
240,150,6,4549,1
200,251,2,4546,1
231,290,11,4552,1
218,168,6,4544,1
209,253,1,4545,1
314,193,2,4547,1
270,154,3,4549,1
294,209,17,4548,1
204,262,2,4547,1
226,210,2,4547,1
197,197,1,4553,1
